date,type,amount,category,description
2024-10-18 07:00:00,purchase,254.51,transport,Transaction 6991
2024-10-18 08:00:00,refund,325.39,entertainment,Transaction 6992
2024-10-18 09:00:00,purchase,469.11,transport,Transaction 6993
2024-10-18 10:00:00,purchase,203.41,groceries,Transaction 6994
2024-10-18 11:00:00,withdrawal,180.94,groceries,Transaction 6995
2024-10-18 12:00:00,withdrawal,87.26,groceries,Transaction 6996
2024-10-18 13:00:00,withdrawal,325.08,healthcare,Transaction 6997
2024-10-18 14:00:00,withdrawal,252.29,groceries,Transaction 6998
2024-10-18 15:00:00,refund,391.93,groceries,Transaction 6999
2024-10-18 16:00:00,refund,368.66,healthcare,Transaction 7000
2024-10-18 17:00:00,refund,464.28,transport,Transaction 7001
2024-10-18 18:00:00,purchase,41.83,utilities,Transaction 7002
2024-10-18 19:00:00,refund,438.99,groceries,Transaction 7003
2024-10-18 20:00:00,withdrawal,417.09,entertainment,Transaction 7004
2024-10-18 21:00:00,refund,305.54,transport,Transaction 7005
2024-10-18 22:00:00,purchase,445.33,utilities,Transaction 7006
2024-10-18 23:00:00,purchase,280.7,healthcare,Transaction 7007
2024-10-19 00:00:00,withdrawal,278.78,groceries,Transaction 7008
2024-10-19 01:00:00,refund,314.58,transport,Transaction 7009
2024-10-19 02:00:00,withdrawal,239.6,utilities,Transaction 7010
2024-10-19 03:00:00,purchase,57.65,groceries,Transaction 7011
2024-10-19 04:00:00,refund,468.22,groceries,Transaction 7012
2024-10-19 05:00:00,refund,457.82,transport,Transaction 7013
2024-10-19 06:00:00,withdrawal,145.67,healthcare,Transaction 7014
2024-10-19 07:00:00,purchase,77.76,utilities,Transaction 7015
2024-10-19 08:00:00,purchase,303.34,entertainment,Transaction 7016
2024-10-19 09:00:00,refund,181.89,entertainment,Transaction 7017
2024-10-19 10:00:00,refund,212.04,healthcare,Transaction 7018
2024-10-19 11:00:00,refund,188.94,transport,Transaction 7019
2024-10-19 12:00:00,purchase,10.89,healthcare,Transaction 7020
2024-10-19 13:00:00,withdrawal,62.12,entertainment,Transaction 7021
2024-10-19 14:00:00,withdrawal,384.26,entertainment,Transaction 7022
2024-10-19 15:00:00,withdrawal,366.61,utilities,Transaction 7023
2024-10-19 16:00:00,refund,270.31,healthcare,Transaction 7024
2024-10-19 17:00:00,purchase,70.36,groceries,Transaction 7025
2024-10-19 18:00:00,withdrawal,283.47,entertainment,Transaction 7026
2024-10-19 19:00:00,purchase,151.3,utilities,Transaction 7027
2024-10-19 20:00:00,refund,275.36,entertainment,Transaction 7028
2024-10-19 21:00:00,withdrawal,144.32,groceries,Transaction 7029
2024-10-19 22:00:00,refund,28.74,healthcare,Transaction 7030
2024-10-19 23:00:00,refund,91.44,entertainment,Transaction 7031
2024-10-20 00:00:00,refund,207.45,healthcare,Transaction 7032
2024-10-20 01:00:00,purchase,311.86,groceries,Transaction 7033
2024-10-20 02:00:00,refund,324.47,entertainment,Transaction 7034
2024-10-20 03:00:00,refund,395.06,entertainment,Transaction 7035
2024-10-20 04:00:00,refund,348.37,groceries,Transaction 7036
2024-10-20 05:00:00,withdrawal,468.13,healthcare,Transaction 7037
2024-10-20 06:00:00,refund,145.14,transport,Transaction 7038
2024-10-20 07:00:00,purchase,252.94,groceries,Transaction 7039
2024-10-20 08:00:00,purchase,131.68,utilities,Transaction 7040
2024-10-20 09:00:00,withdrawal,380.74,transport,Transaction 7041
2024-10-20 10:00:00,withdrawal,205.89,utilities,Transaction 7042
2024-10-20 11:00:00,withdrawal,203.83,transport,Transaction 7043
2024-10-20 12:00:00,refund,358.73,groceries,Transaction 7044
2024-10-20 13:00:00,refund,32.31,groceries,Transaction 7045
2024-10-20 14:00:00,withdrawal,86.8,healthcare,Transaction 7046
2024-10-20 15:00:00,withdrawal,461.26,entertainment,Transaction 7047
2024-10-20 16:00:00,refund,363.75,groceries,Transaction 7048
2024-10-20 17:00:00,refund,421.02,healthcare,Transaction 7049
2024-10-20 18:00:00,withdrawal,315.32,entertainment,Transaction 7050
2024-10-20 19:00:00,purchase,419.43,entertainment,Transaction 7051
2024-10-20 20:00:00,purchase,206.35,healthcare,Transaction 7052
2024-10-20 21:00:00,refund,311.64,healthcare,Transaction 7053
2024-10-20 22:00:00,withdrawal,251.4,healthcare,Transaction 7054
2024-10-20 23:00:00,purchase,266.18,entertainment,Transaction 7055
2024-10-21 00:00:00,purchase,408.41,transport,Transaction 7056
2024-10-21 01:00:00,purchase,280.58,healthcare,Transaction 7057
2024-10-21 02:00:00,refund,49.32,utilities,Transaction 7058
2024-10-21 03:00:00,purchase,339.84,healthcare,Transaction 7059
2024-10-21 04:00:00,withdrawal,105.94,utilities,Transaction 7060
2024-10-21 05:00:00,purchase,421.6,utilities,Transaction 7061
2024-10-21 06:00:00,refund,115.61,healthcare,Transaction 7062
2024-10-21 07:00:00,refund,1.67,entertainment,Transaction 7063
2024-10-21 08:00:00,withdrawal,400.13,entertainment,Transaction 7064
2024-10-21 09:00:00,refund,499.71,entertainment,Transaction 7065
2024-10-21 10:00:00,purchase,353.38,utilities,Transaction 7066
2024-10-21 11:00:00,purchase,10.26,healthcare,Transaction 7067
2024-10-21 12:00:00,withdrawal,406.91,entertainment,Transaction 7068
2024-10-21 13:00:00,purchase,317.53,entertainment,Transaction 7069
2024-10-21 14:00:00,withdrawal,471.48,transport,Transaction 7070
2024-10-21 15:00:00,purchase,381.48,entertainment,Transaction 7071
2024-10-21 16:00:00,purchase,208.97,entertainment,Transaction 7072
2024-10-21 17:00:00,refund,498.57,groceries,Transaction 7073
2024-10-21 18:00:00,refund,430.37,healthcare,Transaction 7074
2024-10-21 19:00:00,purchase,169.28,entertainment,Transaction 7075
2024-10-21 20:00:00,withdrawal,54.78,transport,Transaction 7076
2024-10-21 21:00:00,refund,449.99,groceries,Transaction 7077
2024-10-21 22:00:00,withdrawal,121.5,entertainment,Transaction 7078
2024-10-21 23:00:00,refund,380.39,healthcare,Transaction 7079
2024-10-22 00:00:00,refund,220.95,groceries,Transaction 7080
2024-10-22 01:00:00,refund,399.39,entertainment,Transaction 7081
2024-10-22 02:00:00,refund,366.16,transport,Transaction 7082
2024-10-22 03:00:00,purchase,286.35,healthcare,Transaction 7083
2024-10-22 04:00:00,refund,74.48,utilities,Transaction 7084
2024-10-22 05:00:00,withdrawal,212.58,transport,Transaction 7085
2024-10-22 06:00:00,purchase,240.73,entertainment,Transaction 7086
2024-10-22 07:00:00,withdrawal,75.98,groceries,Transaction 7087
2024-10-22 08:00:00,refund,291.55,entertainment,Transaction 7088
2024-10-22 09:00:00,purchase,185.82,transport,Transaction 7089
2024-10-22 10:00:00,purchase,193.29,transport,Transaction 7090
2024-10-22 11:00:00,withdrawal,341.31,healthcare,Transaction 7091
2024-10-22 12:00:00,withdrawal,332.49,transport,Transaction 7092
2024-10-22 13:00:00,purchase,325.45,healthcare,Transaction 7093
2024-10-22 14:00:00,refund,431.95,healthcare,Transaction 7094
2024-10-22 15:00:00,refund,177.82,healthcare,Transaction 7095
2024-10-22 16:00:00,refund,101.06,utilities,Transaction 7096
2024-10-22 17:00:00,purchase,443.41,transport,Transaction 7097
2024-10-22 18:00:00,withdrawal,255.76,transport,Transaction 7098
2024-10-22 19:00:00,withdrawal,274.93,transport,Transaction 7099
2024-10-22 20:00:00,refund,470.26,healthcare,Transaction 7100
2024-10-22 21:00:00,purchase,453.54,groceries,Transaction 7101
2024-10-22 22:00:00,withdrawal,5.1,transport,Transaction 7102
2024-10-22 23:00:00,purchase,241.12,groceries,Transaction 7103
2024-10-23 00:00:00,purchase,426.82,utilities,Transaction 7104
2024-10-23 01:00:00,withdrawal,356.01,utilities,Transaction 7105
2024-10-23 02:00:00,purchase,446.4,healthcare,Transaction 7106
2024-10-23 03:00:00,refund,280.49,utilities,Transaction 7107
2024-10-23 04:00:00,purchase,473.22,transport,Transaction 7108
2024-10-23 05:00:00,refund,382.35,transport,Transaction 7109
2024-10-23 06:00:00,purchase,328.71,entertainment,Transaction 7110
2024-10-23 07:00:00,withdrawal,467.41,utilities,Transaction 7111
2024-10-23 08:00:00,refund,129.13,groceries,Transaction 7112
2024-10-23 09:00:00,withdrawal,490.05,groceries,Transaction 7113
2024-10-23 10:00:00,refund,429.91,utilities,Transaction 7114
2024-10-23 11:00:00,refund,126.8,groceries,Transaction 7115
2024-10-23 12:00:00,refund,499.28,transport,Transaction 7116
2024-10-23 13:00:00,refund,220.27,groceries,Transaction 7117
2024-10-23 14:00:00,purchase,225.13,healthcare,Transaction 7118
2024-10-23 15:00:00,withdrawal,168.27,groceries,Transaction 7119
2024-10-23 16:00:00,refund,192.18,utilities,Transaction 7120
2024-10-23 17:00:00,purchase,265.8,groceries,Transaction 7121
2024-10-23 18:00:00,purchase,356.72,groceries,Transaction 7122
2024-10-23 19:00:00,purchase,452.44,transport,Transaction 7123
2024-10-23 20:00:00,refund,340.92,entertainment,Transaction 7124
2024-10-23 21:00:00,refund,386.07,entertainment,Transaction 7125
2024-10-23 22:00:00,purchase,468.04,utilities,Transaction 7126
2024-10-23 23:00:00,withdrawal,348.82,transport,Transaction 7127
2024-10-24 00:00:00,withdrawal,467.11,groceries,Transaction 7128
2024-10-24 01:00:00,withdrawal,250.66,groceries,Transaction 7129
2024-10-24 02:00:00,withdrawal,167.14,transport,Transaction 7130
2024-10-24 03:00:00,refund,314.66,utilities,Transaction 7131
2024-10-24 04:00:00,withdrawal,263.97,groceries,Transaction 7132
2024-10-24 05:00:00,refund,220.02,healthcare,Transaction 7133
2024-10-24 06:00:00,refund,69.56,utilities,Transaction 7134
2024-10-24 07:00:00,withdrawal,272.46,healthcare,Transaction 7135
2024-10-24 08:00:00,withdrawal,326.07,healthcare,Transaction 7136
2024-10-24 09:00:00,refund,158.42,utilities,Transaction 7137
2024-10-24 10:00:00,withdrawal,296.29,entertainment,Transaction 7138
2024-10-24 11:00:00,withdrawal,3.31,transport,Transaction 7139
2024-10-24 12:00:00,purchase,479.03,groceries,Transaction 7140
2024-10-24 13:00:00,withdrawal,59.75,transport,Transaction 7141
2024-10-24 14:00:00,refund,464.11,groceries,Transaction 7142
2024-10-24 15:00:00,purchase,385.6,utilities,Transaction 7143
2024-10-24 16:00:00,purchase,180.11,groceries,Transaction 7144
2024-10-24 17:00:00,purchase,441.14,utilities,Transaction 7145
2024-10-24 18:00:00,withdrawal,453.75,entertainment,Transaction 7146
2024-10-24 19:00:00,purchase,64.64,transport,Transaction 7147
2024-10-24 20:00:00,refund,470.97,transport,Transaction 7148
2024-10-24 21:00:00,refund,255.7,healthcare,Transaction 7149
2024-10-24 22:00:00,withdrawal,345.09,entertainment,Transaction 7150
2024-10-24 23:00:00,refund,142.43,entertainment,Transaction 7151
2024-10-25 00:00:00,refund,302.13,healthcare,Transaction 7152
2024-10-25 01:00:00,refund,17.44,transport,Transaction 7153
2024-10-25 02:00:00,purchase,389.16,groceries,Transaction 7154
2024-10-25 03:00:00,purchase,213.3,entertainment,Transaction 7155
2024-10-25 04:00:00,purchase,282.3,groceries,Transaction 7156
2024-10-25 05:00:00,refund,334.0,transport,Transaction 7157
2024-10-25 06:00:00,refund,71.57,healthcare,Transaction 7158
2024-10-25 07:00:00,withdrawal,162.5,transport,Transaction 7159
2024-10-25 08:00:00,withdrawal,27.57,entertainment,Transaction 7160
2024-10-25 09:00:00,refund,497.4,utilities,Transaction 7161
2024-10-25 10:00:00,purchase,312.5,utilities,Transaction 7162
2024-10-25 11:00:00,withdrawal,290.99,groceries,Transaction 7163
2024-10-25 12:00:00,purchase,2.84,utilities,Transaction 7164
2024-10-25 13:00:00,refund,427.07,healthcare,Transaction 7165
2024-10-25 14:00:00,purchase,390.12,groceries,Transaction 7166
2024-10-25 15:00:00,refund,299.23,utilities,Transaction 7167
2024-10-25 16:00:00,refund,193.23,healthcare,Transaction 7168
2024-10-25 17:00:00,withdrawal,95.86,transport,Transaction 7169
2024-10-25 18:00:00,withdrawal,122.31,healthcare,Transaction 7170
2024-10-25 19:00:00,purchase,45.4,groceries,Transaction 7171
2024-10-25 20:00:00,purchase,264.81,healthcare,Transaction 7172
2024-10-25 21:00:00,purchase,430.64,healthcare,Transaction 7173
2024-10-25 22:00:00,refund,243.0,utilities,Transaction 7174
2024-10-25 23:00:00,purchase,377.88,groceries,Transaction 7175
2024-10-26 00:00:00,refund,194.12,transport,Transaction 7176
2024-10-26 01:00:00,refund,293.44,utilities,Transaction 7177
2024-10-26 02:00:00,purchase,52.18,entertainment,Transaction 7178
2024-10-26 03:00:00,withdrawal,322.24,utilities,Transaction 7179
2024-10-26 04:00:00,purchase,283.76,groceries,Transaction 7180
2024-10-26 05:00:00,withdrawal,270.02,utilities,Transaction 7181
2024-10-26 06:00:00,withdrawal,298.86,entertainment,Transaction 7182
2024-10-26 07:00:00,purchase,240.94,groceries,Transaction 7183
2024-10-26 08:00:00,withdrawal,266.17,transport,Transaction 7184
2024-10-26 09:00:00,purchase,463.28,healthcare,Transaction 7185
2024-10-26 10:00:00,purchase,441.27,groceries,Transaction 7186
2024-10-26 11:00:00,withdrawal,53.41,healthcare,Transaction 7187
2024-10-26 12:00:00,withdrawal,228.02,groceries,Transaction 7188
2024-10-26 13:00:00,purchase,330.74,entertainment,Transaction 7189
2024-10-26 14:00:00,withdrawal,319.46,entertainment,Transaction 7190
2024-10-26 15:00:00,purchase,221.53,utilities,Transaction 7191
2024-10-26 16:00:00,refund,133.33,transport,Transaction 7192
2024-10-26 17:00:00,refund,424.97,groceries,Transaction 7193
2024-10-26 18:00:00,withdrawal,203.31,transport,Transaction 7194
2024-10-26 19:00:00,withdrawal,420.94,utilities,Transaction 7195
2024-10-26 20:00:00,withdrawal,441.42,utilities,Transaction 7196
2024-10-26 21:00:00,refund,170.3,entertainment,Transaction 7197
2024-10-26 22:00:00,withdrawal,50.39,entertainment,Transaction 7198
2024-10-26 23:00:00,purchase,189.53,groceries,Transaction 7199
2024-10-27 00:00:00,refund,462.09,transport,Transaction 7200
2024-10-27 01:00:00,refund,122.57,healthcare,Transaction 7201
2024-10-27 02:00:00,refund,484.36,entertainment,Transaction 7202
2024-10-27 03:00:00,refund,53.85,healthcare,Transaction 7203
2024-10-27 04:00:00,purchase,51.58,healthcare,Transaction 7204
2024-10-27 05:00:00,purchase,103.29,healthcare,Transaction 7205
2024-10-27 06:00:00,purchase,130.65,entertainment,Transaction 7206
2024-10-27 07:00:00,purchase,284.51,entertainment,Transaction 7207
2024-10-27 08:00:00,withdrawal,254.22,utilities,Transaction 7208
2024-10-27 09:00:00,withdrawal,308.3,groceries,Transaction 7209
2024-10-27 10:00:00,refund,62.42,groceries,Transaction 7210
2024-10-27 11:00:00,purchase,278.12,utilities,Transaction 7211
2024-10-27 12:00:00,purchase,96.9,groceries,Transaction 7212
2024-10-27 13:00:00,refund,322.74,entertainment,Transaction 7213
2024-10-27 14:00:00,refund,407.26,transport,Transaction 7214
2024-10-27 15:00:00,withdrawal,431.42,transport,Transaction 7215
2024-10-27 16:00:00,refund,285.44,transport,Transaction 7216
2024-10-27 17:00:00,purchase,321.41,entertainment,Transaction 7217
2024-10-27 18:00:00,purchase,58.92,utilities,Transaction 7218
2024-10-27 19:00:00,refund,386.15,entertainment,Transaction 7219
2024-10-27 20:00:00,withdrawal,168.16,utilities,Transaction 7220
2024-10-27 21:00:00,purchase,9.32,entertainment,Transaction 7221
2024-10-27 22:00:00,withdrawal,34.2,transport,Transaction 7222
2024-10-27 23:00:00,withdrawal,55.12,groceries,Transaction 7223
2024-10-28 00:00:00,refund,56.42,utilities,Transaction 7224
2024-10-28 01:00:00,purchase,212.81,entertainment,Transaction 7225
2024-10-28 02:00:00,refund,46.74,healthcare,Transaction 7226
2024-10-28 03:00:00,purchase,78.73,utilities,Transaction 7227
2024-10-28 04:00:00,purchase,168.29,utilities,Transaction 7228
2024-10-28 05:00:00,purchase,112.37,utilities,Transaction 7229
2024-10-28 06:00:00,refund,491.07,entertainment,Transaction 7230
2024-10-28 07:00:00,refund,213.9,groceries,Transaction 7231
2024-10-28 08:00:00,refund,194.83,healthcare,Transaction 7232
2024-10-28 09:00:00,withdrawal,139.6,groceries,Transaction 7233
2024-10-28 10:00:00,refund,99.02,utilities,Transaction 7234
2024-10-28 11:00:00,purchase,447.9,groceries,Transaction 7235
2024-10-28 12:00:00,purchase,10.39,utilities,Transaction 7236
2024-10-28 13:00:00,withdrawal,224.75,transport,Transaction 7237
2024-10-28 14:00:00,refund,208.81,utilities,Transaction 7238
2024-10-28 15:00:00,withdrawal,364.32,transport,Transaction 7239
2024-10-28 16:00:00,purchase,447.3,entertainment,Transaction 7240
2024-10-28 17:00:00,refund,273.6,groceries,Transaction 7241
2024-10-28 18:00:00,refund,464.5,healthcare,Transaction 7242
2024-10-28 19:00:00,purchase,386.88,healthcare,Transaction 7243
2024-10-28 20:00:00,withdrawal,175.12,entertainment,Transaction 7244
2024-10-28 21:00:00,withdrawal,293.28,groceries,Transaction 7245
2024-10-28 22:00:00,purchase,275.95,entertainment,Transaction 7246
2024-10-28 23:00:00,refund,467.91,transport,Transaction 7247
2024-10-29 00:00:00,withdrawal,401.28,healthcare,Transaction 7248
2024-10-29 01:00:00,refund,241.01,healthcare,Transaction 7249
2024-10-29 02:00:00,refund,430.21,transport,Transaction 7250
2024-10-29 03:00:00,refund,185.04,transport,Transaction 7251
2024-10-29 04:00:00,purchase,353.09,utilities,Transaction 7252
2024-10-29 05:00:00,purchase,90.81,transport,Transaction 7253
2024-10-29 06:00:00,withdrawal,13.11,transport,Transaction 7254
2024-10-29 07:00:00,purchase,470.82,utilities,Transaction 7255
2024-10-29 08:00:00,purchase,188.46,groceries,Transaction 7256
2024-10-29 09:00:00,withdrawal,18.23,groceries,Transaction 7257
2024-10-29 10:00:00,purchase,410.92,utilities,Transaction 7258
2024-10-29 11:00:00,refund,379.6,groceries,Transaction 7259
2024-10-29 12:00:00,refund,359.63,utilities,Transaction 7260
2024-10-29 13:00:00,purchase,141.98,healthcare,Transaction 7261
2024-10-29 14:00:00,refund,442.75,transport,Transaction 7262
2024-10-29 15:00:00,withdrawal,366.01,healthcare,Transaction 7263
2024-10-29 16:00:00,withdrawal,458.36,transport,Transaction 7264
2024-10-29 17:00:00,withdrawal,175.68,groceries,Transaction 7265
2024-10-29 18:00:00,purchase,153.22,transport,Transaction 7266
2024-10-29 19:00:00,withdrawal,100.63,utilities,Transaction 7267
2024-10-29 20:00:00,refund,232.96,healthcare,Transaction 7268
2024-10-29 21:00:00,refund,146.64,groceries,Transaction 7269
2024-10-29 22:00:00,withdrawal,434.86,groceries,Transaction 7270
2024-10-29 23:00:00,refund,231.16,healthcare,Transaction 7271
2024-10-30 00:00:00,purchase,367.84,utilities,Transaction 7272
2024-10-30 01:00:00,purchase,24.34,transport,Transaction 7273
2024-10-30 02:00:00,withdrawal,196.88,utilities,Transaction 7274
2024-10-30 03:00:00,withdrawal,227.74,groceries,Transaction 7275
2024-10-30 04:00:00,withdrawal,436.71,healthcare,Transaction 7276
2024-10-30 05:00:00,refund,319.53,entertainment,Transaction 7277
2024-10-30 06:00:00,refund,182.54,entertainment,Transaction 7278
2024-10-30 07:00:00,refund,498.88,entertainment,Transaction 7279
2024-10-30 08:00:00,refund,160.34,groceries,Transaction 7280
2024-10-30 09:00:00,purchase,92.03,entertainment,Transaction 7281
2024-10-30 10:00:00,refund,339.66,transport,Transaction 7282
2024-10-30 11:00:00,withdrawal,351.87,healthcare,Transaction 7283
2024-10-30 12:00:00,withdrawal,451.99,healthcare,Transaction 7284
2024-10-30 13:00:00,purchase,76.69,healthcare,Transaction 7285
2024-10-30 14:00:00,withdrawal,147.29,entertainment,Transaction 7286
2024-10-30 15:00:00,refund,114.27,transport,Transaction 7287
2024-10-30 16:00:00,purchase,184.13,groceries,Transaction 7288
2024-10-30 17:00:00,withdrawal,318.41,groceries,Transaction 7289
2024-10-30 18:00:00,withdrawal,391.39,entertainment,Transaction 7290
2024-10-30 19:00:00,refund,108.06,healthcare,Transaction 7291
2024-10-30 20:00:00,refund,137.96,entertainment,Transaction 7292
2024-10-30 21:00:00,purchase,39.56,healthcare,Transaction 7293
2024-10-30 22:00:00,purchase,118.72,entertainment,Transaction 7294
2024-10-30 23:00:00,purchase,463.1,entertainment,Transaction 7295
2024-10-31 00:00:00,refund,300.79,healthcare,Transaction 7296
2024-10-31 01:00:00,refund,169.95,transport,Transaction 7297
2024-10-31 02:00:00,withdrawal,25.04,healthcare,Transaction 7298
2024-10-31 03:00:00,withdrawal,314.32,healthcare,Transaction 7299
2024-10-31 04:00:00,refund,435.94,transport,Transaction 7300
2024-10-31 05:00:00,refund,57.94,healthcare,Transaction 7301
2024-10-31 06:00:00,withdrawal,106.39,utilities,Transaction 7302
2024-10-31 07:00:00,refund,296.69,healthcare,Transaction 7303
2024-10-31 08:00:00,withdrawal,78.99,transport,Transaction 7304
2024-10-31 09:00:00,refund,457.12,groceries,Transaction 7305
2024-10-31 10:00:00,purchase,449.73,utilities,Transaction 7306
2024-10-31 11:00:00,refund,83.02,healthcare,Transaction 7307
2024-10-31 12:00:00,purchase,416.53,utilities,Transaction 7308
2024-10-31 13:00:00,refund,153.68,entertainment,Transaction 7309
2024-10-31 14:00:00,refund,411.47,healthcare,Transaction 7310
2024-10-31 15:00:00,withdrawal,112.11,utilities,Transaction 7311
2024-10-31 16:00:00,refund,248.57,entertainment,Transaction 7312
2024-10-31 17:00:00,withdrawal,1.02,entertainment,Transaction 7313
2024-10-31 18:00:00,refund,99.78,utilities,Transaction 7314
2024-10-31 19:00:00,purchase,320.47,healthcare,Transaction 7315
2024-10-31 20:00:00,refund,8.98,groceries,Transaction 7316
2024-10-31 21:00:00,withdrawal,113.11,groceries,Transaction 7317
2024-10-31 22:00:00,withdrawal,282.63,utilities,Transaction 7318
2024-10-31 23:00:00,refund,189.47,healthcare,Transaction 7319
2024-11-01 00:00:00,withdrawal,77.78,transport,Transaction 7320
2024-11-01 01:00:00,purchase,281.22,healthcare,Transaction 7321
2024-11-01 02:00:00,purchase,37.77,healthcare,Transaction 7322
2024-11-01 03:00:00,purchase,219.24,healthcare,Transaction 7323
2024-11-01 04:00:00,refund,393.35,groceries,Transaction 7324
2024-11-01 05:00:00,purchase,287.21,utilities,Transaction 7325
2024-11-01 06:00:00,purchase,25.29,utilities,Transaction 7326
2024-11-01 07:00:00,withdrawal,367.86,healthcare,Transaction 7327
2024-11-01 08:00:00,refund,175.79,healthcare,Transaction 7328
2024-11-01 09:00:00,refund,187.77,utilities,Transaction 7329
2024-11-01 10:00:00,withdrawal,58.19,healthcare,Transaction 7330
2024-11-01 11:00:00,withdrawal,81.17,healthcare,Transaction 7331
2024-11-01 12:00:00,purchase,67.29,entertainment,Transaction 7332
2024-11-01 13:00:00,refund,357.2,groceries,Transaction 7333
2024-11-01 14:00:00,purchase,349.8,groceries,Transaction 7334
2024-11-01 15:00:00,purchase,367.65,transport,Transaction 7335
2024-11-01 16:00:00,withdrawal,178.72,entertainment,Transaction 7336
2024-11-01 17:00:00,purchase,475.74,utilities,Transaction 7337
2024-11-01 18:00:00,purchase,434.4,transport,Transaction 7338
2024-11-01 19:00:00,purchase,340.32,utilities,Transaction 7339
2024-11-01 20:00:00,withdrawal,289.01,transport,Transaction 7340
2024-11-01 21:00:00,withdrawal,447.45,transport,Transaction 7341
2024-11-01 22:00:00,withdrawal,432.07,healthcare,Transaction 7342
2024-11-01 23:00:00,withdrawal,276.52,healthcare,Transaction 7343
2024-11-02 00:00:00,refund,135.11,transport,Transaction 7344
2024-11-02 01:00:00,withdrawal,52.66,healthcare,Transaction 7345
2024-11-02 02:00:00,withdrawal,488.33,entertainment,Transaction 7346
2024-11-02 03:00:00,purchase,185.37,entertainment,Transaction 7347
2024-11-02 04:00:00,refund,21.34,healthcare,Transaction 7348
2024-11-02 05:00:00,withdrawal,112.07,utilities,Transaction 7349
2024-11-02 06:00:00,refund,129.34,healthcare,Transaction 7350
2024-11-02 07:00:00,refund,432.44,healthcare,Transaction 7351
2024-11-02 08:00:00,withdrawal,413.86,transport,Transaction 7352
2024-11-02 09:00:00,purchase,38.24,entertainment,Transaction 7353
2024-11-02 10:00:00,purchase,58.72,entertainment,Transaction 7354
2024-11-02 11:00:00,withdrawal,373.6,utilities,Transaction 7355
2024-11-02 12:00:00,refund,251.2,utilities,Transaction 7356
2024-11-02 13:00:00,refund,77.2,healthcare,Transaction 7357
2024-11-02 14:00:00,purchase,306.55,groceries,Transaction 7358
2024-11-02 15:00:00,withdrawal,228.1,healthcare,Transaction 7359
2024-11-02 16:00:00,withdrawal,76.07,transport,Transaction 7360
2024-11-02 17:00:00,refund,353.06,groceries,Transaction 7361
2024-11-02 18:00:00,purchase,333.28,utilities,Transaction 7362
2024-11-02 19:00:00,purchase,486.5,healthcare,Transaction 7363
2024-11-02 20:00:00,refund,20.42,entertainment,Transaction 7364
2024-11-02 21:00:00,withdrawal,376.41,groceries,Transaction 7365
2024-11-02 22:00:00,withdrawal,220.13,groceries,Transaction 7366
2024-11-02 23:00:00,purchase,332.27,healthcare,Transaction 7367
2024-11-03 00:00:00,purchase,73.79,groceries,Transaction 7368
2024-11-03 01:00:00,refund,105.78,transport,Transaction 7369
2024-11-03 02:00:00,purchase,187.7,groceries,Transaction 7370
2024-11-03 03:00:00,purchase,125.53,healthcare,Transaction 7371
2024-11-03 04:00:00,withdrawal,235.25,groceries,Transaction 7372
2024-11-03 05:00:00,withdrawal,120.88,entertainment,Transaction 7373
2024-11-03 06:00:00,refund,89.49,healthcare,Transaction 7374
2024-11-03 07:00:00,refund,167.82,groceries,Transaction 7375
2024-11-03 08:00:00,withdrawal,317.17,healthcare,Transaction 7376
2024-11-03 09:00:00,withdrawal,359.05,entertainment,Transaction 7377
2024-11-03 10:00:00,purchase,165.15,utilities,Transaction 7378
2024-11-03 11:00:00,purchase,138.1,utilities,Transaction 7379
2024-11-03 12:00:00,withdrawal,415.38,entertainment,Transaction 7380
2024-11-03 13:00:00,purchase,151.18,utilities,Transaction 7381
2024-11-03 14:00:00,purchase,90.92,groceries,Transaction 7382
2024-11-03 15:00:00,refund,428.07,groceries,Transaction 7383
2024-11-03 16:00:00,refund,216.09,groceries,Transaction 7384
2024-11-03 17:00:00,refund,120.59,entertainment,Transaction 7385
2024-11-03 18:00:00,withdrawal,154.9,healthcare,Transaction 7386
2024-11-03 19:00:00,purchase,227.55,utilities,Transaction 7387
2024-11-03 20:00:00,refund,195.19,utilities,Transaction 7388
2024-11-03 21:00:00,refund,416.11,groceries,Transaction 7389
2024-11-03 22:00:00,withdrawal,197.19,entertainment,Transaction 7390
2024-11-03 23:00:00,refund,171.44,groceries,Transaction 7391
2024-11-04 00:00:00,purchase,24.02,transport,Transaction 7392
2024-11-04 01:00:00,purchase,226.07,groceries,Transaction 7393
2024-11-04 02:00:00,purchase,361.3,utilities,Transaction 7394
2024-11-04 03:00:00,refund,408.2,groceries,Transaction 7395
2024-11-04 04:00:00,purchase,379.61,groceries,Transaction 7396
2024-11-04 05:00:00,refund,442.8,groceries,Transaction 7397
2024-11-04 06:00:00,withdrawal,14.85,healthcare,Transaction 7398
2024-11-04 07:00:00,purchase,33.64,entertainment,Transaction 7399
2024-11-04 08:00:00,withdrawal,99.8,groceries,Transaction 7400
2024-11-04 09:00:00,withdrawal,65.58,entertainment,Transaction 7401
2024-11-04 10:00:00,withdrawal,101.69,groceries,Transaction 7402
2024-11-04 11:00:00,refund,276.93,entertainment,Transaction 7403
2024-11-04 12:00:00,purchase,113.28,groceries,Transaction 7404
2024-11-04 13:00:00,purchase,315.93,transport,Transaction 7405
2024-11-04 14:00:00,purchase,165.52,entertainment,Transaction 7406
2024-11-04 15:00:00,withdrawal,1.85,transport,Transaction 7407
